1513866118.390773 server started (5930): version 2.6, socket /private/tmp/tmux-501/default, protocol 8
1513866118.390834 on Darwin 17.3.0 Darwin Kernel Version 17.3.0: Thu Nov  9 18:09:22 PST 2017; root:xnu-4570.31.3~1/RELEASE_X86_64; libevent 2.1.8-stable (select)
1513866118.392480 add peer 0x7ffe09011a00: 9 (0x7ffe09011000)
1513866118.392514 new client 0x7ffe09011000
1513866118.392628 loading /usr/local/etc/tmux.conf
1513866118.392715 loading /Users/shriyeshpujari/.tmux.conf
1513866118.392756 server loop enter
1513866118.401234 xterm-256color 127: kf63: (string) \\033[1;4R
1513866118.401244 xterm-256color 128: kf7: (string) \\033[18~
1513866118.401270 xterm-256color 129: kf8: (string) \\033[19~
1513866118.401279 xterm-256color 130: kf9: (string) \\033[20~
1513866118.401287 xterm-256color 131: kHOM: (string) \\033[1;2H
1513866118.401294 xterm-256color 132: kHOM3: (string) \\033[1;3H
1513866118.401302 xterm-256color 133: kHOM4: (string) \\033[1;4H
1513866118.401310 xterm-256color 134: kHOM5: (string) \\033[1;5H
1513866118.401318 xterm-256color 135: kHOM6: (string) \\033[1;6H
1513866118.401331 xterm-256color 136: kHOM7: (string) \\033[1;7H
1513866118.401339 xterm-256color 137: khome: (string) \\033OH
1513866118.401347 xterm-256color 138: kIC: (string) \\033[2;2~
1513866118.401355 xterm-256color 139: kIC3: (string) \\033[2;3~
1513866118.401364 xterm-256color 140: kIC4: (string) \\033[2;4~
1513866118.401373 xterm-256color 141: kIC5: (string) \\033[2;5~
1513866118.401382 xterm-256color 142: kIC6: (string) \\033[2;6~
1513866118.401390 xterm-256color 143: kIC7: (string) \\033[2;7~
1513866118.401399 xterm-256color 144: kich1: (string) \\033[2~
1513866118.401408 xterm-256color 145: kind: (string) \\033[1;2B
1513866118.401416 xterm-256color 146: kLFT: (string) \\033[1;2D
1513866118.401425 xterm-256color 147: kLFT3: (string) \\033[1;3D
1513866118.401434 xterm-256color 148: kLFT4: (string) \\033[1;4D
1513866118.401441 xterm-256color 149: kLFT5: (string) \\033[1;5D
1513866118.401449 xterm-256color 150: kLFT6: (string) \\033[1;6D
1513866118.401457 xterm-256color 151: kLFT7: (string) \\033[1;7D
1513866118.401465 xterm-256color 152: kmous: (string) \\033[M
1513866118.401473 xterm-256color 153: knp: (string) \\033[6~
1513866118.401481 xterm-256color 154: kNXT: (string) \\033[6;2~
1513866118.401488 xterm-256color 155: kNXT3: (string) \\033[6;3~
1513866118.401496 xterm-256color 156: kNXT4: (string) \\033[6;4~
1513866118.401504 xterm-256color 157: kNXT5: (string) \\033[6;5~
1513866118.401512 xterm-256color 158: kNXT6: (string) \\033[6;6~
1513866118.401520 xterm-256color 159: kNXT7: (string) \\033[6;7~
1513866118.401528 xterm-256color 160: kpp: (string) \\033[5~
1513866118.401535 xterm-256color 161: kPRV: (string) \\033[5;2~
1513866118.401543 xterm-256color 162: kPRV3: (string) \\033[5;3~
1513866118.401551 xterm-256color 163: kPRV4: (string) \\033[5;4~
1513866118.401559 xterm-256color 164: kPRV5: (string) \\033[5;5~
1513866118.401567 xterm-256color 165: kPRV6: (string) \\033[5;6~
1513866118.401575 xterm-256color 166: kPRV7: (string) \\033[5;7~
1513866118.401582 xterm-256color 167: kri: (string) \\033[1;2A
1513866118.401590 xterm-256color 168: kRIT: (string) \\033[1;2C
1513866118.401598 xterm-256color 169: kRIT3: (string) \\033[1;3C
1513866118.401606 xterm-256color 170: kRIT4: (string) \\033[1;4C
1513866118.401614 xterm-256color 171: kRIT5: (string) \\033[1;5C
1513866118.401621 xterm-256color 172: kRIT6: (string) \\033[1;6C
1513866118.401629 xterm-256color 173: kRIT7: (string) \\033[1;7C
1513866118.401637 xterm-256color 174: kUP: (string) \\033[1;2A
1513866118.401645 xterm-256color 175: kUP3: (string) \\033[1;3A
1513866118.401653 xterm-256color 176: kUP4: (string) \\033[1;4A
1513866118.401660 xterm-256color 177: kUP5: (string) \\033[1;5A
1513866118.401668 xterm-256color 178: kUP6: (string) \\033[1;6A
1513866118.401676 xterm-256color 179: kUP7: (string) \\033[1;7A
1513866118.401685 xterm-256color 180: Ms: (string) \\033]52;%p1%s;%p2%s\\007
1513866118.401693 xterm-256color 181: op: (string) \\033[39;49m
1513866118.401701 xterm-256color 182: rev: (string) \\033[7m
1513866118.401708 xterm-256color 183: ri: (string) \\033M
1513866118.401716 xterm-256color 184: rmacs: (string) \\033(B
1513866118.401724 xterm-256color 185: rmcup: (string) \\033[?1049l
1513866118.401732 xterm-256color 186: rmkx: (string) \\033[?1l\\033>
1513866118.401740 xterm-256color 187: Se: (string) \\033[2 q
1513866118.401749 xterm-256color 188: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1513866118.401758 xterm-256color 189: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1513866118.401767 xterm-256color 190: setrgbb: [missing]
1513866118.401789 xterm-256color 191: setrgbf: [missing]
1513866118.401797 xterm-256color 192: sgr0: (string) \\033(B\\033[m
1513866118.401805 xterm-256color 193: sitm: [missing]
1513866118.401813 xterm-256color 194: smacs: (string) \\033(0
1513866118.401821 xterm-256color 195: smcup: (string) \\033[?1049h
1513866118.401829 xterm-256color 196: smkx: (string) \\033[?1h\\033=
1513866118.401837 xterm-256color 197: smso: (string) \\033[7m
1513866118.401845 xterm-256color 198: smul: (string) \\033[4m
1513866118.401853 xterm-256color 199: smxx: [missing]
1513866118.401861 xterm-256color 200: Ss: (string) \\033[%p1%d q
1513866118.401868 xterm-256color 201: Tc: [missing]
1513866118.401876 xterm-256color 202: tsl: (string) \\033]0;
1513866118.401884 xterm-256color 203: U8: [missing]
1513866118.401892 xterm-256color 204: vpa: (string) \\033[%i%p1%dd
1513866118.401900 xterm-256color 205: xenl: (flag) true
1513866118.401907 xterm-256color 206: XT: (flag) true
1513866118.401999 /dev/ttys000: \033[?1049h
1513866118.402013 /dev/ttys000: \033[?1h\033=
1513866118.402021 /dev/ttys000: \033[H\033[2J
1513866118.402030 /dev/ttys000: using UTF-8 for ACS
1513866118.402038 /dev/ttys000: \033[?12l\033[?25h
1513866118.402046 /dev/ttys000: \033[?1000l\033[?1002l\033[?1006l\033[?1005l
1513866118.402055 /dev/ttys000: \033[c
1513866118.402063 /dev/ttys000: \033(B\033[m
1513866118.402071 /dev/ttys000: \033[?12;25h
1513866118.402079 /dev/ttys000: \033[?12l\033[?25h
1513866118.402086 /dev/ttys000: \033[?1003l
1513866118.402103 /dev/ttys000: \033[?1006l
1513866118.402110 /dev/ttys000: \033[?2004l
1513866118.402125 /dev/ttys000: \033[1;1H
1513866118.402135 /dev/ttys000: \033[1;51r
1513866118.402142 /dev/ttys000: \033]112\a
1513866118.402158 new key \033Oo: 0x1000005d (KP/)
1513866118.402166 new key \033Oj: 0x1000005e (KP*)
1513866118.402174 new key \033Om: 0x1000005f (KP-)
1513866118.402182 new key \033Ow: 0x10000060 (KP7)
1513866118.402190 new key \033Ox: 0x10000061 (KP8)
1513866118.402198 new key \033Oy: 0x10000062 (KP9)
1513866118.402205 new key \033Ok: 0x10000063 (KP+)
1513866118.402213 new key \033Ot: 0x10000064 (KP4)
1513866118.402220 new key \033Ou: 0x10000065 (KP5)
1513866118.402228 new key \033Ov: 0x10000066 (KP6)
1513866118.402235 new key \033Oq: 0x10000067 (KP1)
1513866118.402243 new key \033Or: 0x10000068 (KP2)
1513866118.402250 new key \033Os: 0x10000069 (KP3)
1513866118.402258 new key \033OM: 0x1000006a (KPEnter)
1513866118.402265 new key \033Op: 0x1000006b (KP0)
1513866118.402273 new key \033On: 0x1000006c (KP.)
1513866118.402281 new key \033OA: 0x10000059 (Up)
1513866118.402288 new key \033OB: 0x1000005a (Down)
1513866118.402296 new key \033OC: 0x1000005c (Right)
1513866118.402304 new key \033OD: 0x1000005b (Left)
1513866118.402312 new key \033[A: 0x10000059 (Up)
1513866118.402319 new key \033[B: 0x1000005a (Down)
1513866118.402327 new key \033[C: 0x1000005c (Right)
1513866118.402335 new key \033[D: 0x1000005b (Left)
1513866118.402343 new key \033OH: 0x10000054 (Home)
1513866118.402350 new key \033OF: 0x10000055 (End)
1513866118.402358 new key \033[H: 0x10000054 (Home)
1513866118.402366 new key \033[F: 0x10000055 (End)
1513866118.402374 new key \033Oa: 0x400010000059 (C-Up)
1513866118.402382 new key \033Ob: 0x40001000005a (C-Down)
1513866118.402389 new key \033Oc: 0x40001000005c (C-Right)
1513866118.402397 new key \033Od: 0x40001000005b (C-Left)
1513866118.402404 new key \033[a: 0x800010000059 (S-Up)
1513866118.402412 new key \033[b: 0x80001000005a (S-Down)
1513866118.402420 new key \033[c: 0x80001000005c (S-Right)
1513866118.402427 new key \033[d: 0x80001000005b (S-Left)
1513866118.402435 new key \033[11^: 0x400010000046 (C-F1)
1513866118.402443 new key \033[12^: 0x400010000047 (C-F2)
1513866118.402450 new key \033[13^: 0x400010000048 (C-F3)
1513866118.402458 new key \033[14^: 0x400010000049 (C-F4)
1513866118.402466 new key \033[15^: 0x40001000004a (C-F5)
1513866118.402474 new key \033[17^: 0x40001000004b (C-F6)
1513866118.402481 new key \033[18^: 0x40001000004c (C-F7)
1513866118.402489 new key \033[19^: 0x40001000004d (C-F8)
1513866118.402497 new key \033[20^: 0x40001000004e (C-F9)
1513866118.402520 new key \033[21^: 0x40001000004f (C-F10)
1513866118.402528 new key \033[23^: 0x400010000050 (C-F11)
1513866118.402536 new key \033[24^: 0x400010000051 (C-F12)
1513866118.402552 new key \033[2^: 0x400010000052 (C-IC)
1513866118.402560 new key \033[3^: 0x400010000053 (C-DC)
1513866118.402568 new key \033[7^: 0x400010000054 (C-Home)
1513866118.402575 new key \033[8^: 0x400010000055 (C-End)
1513866118.402586 new key \033[6^: 0x400010000056 (C-NPage)
1513866118.402594 new key \033[5^: 0x400010000057 (C-PPage)
1513866118.402602 new key \033[11$: 0x800010000046 (S-F1)
1513866118.402610 new key \033[12$: 0x800010000047 (S-F2)
1513866118.402617 new key \033[13$: 0x800010000048 (S-F3)
1513866118.402625 new key \033[14$: 0x800010000049 (S-F4)
1513866118.402632 new key \033[15$: 0x80001000004a (S-F5)
1513866118.402640 new key \033[17$: 0x80001000004b (S-F6)
1513866118.402647 new key \033[18$: 0x80001000004c (S-F7)
1513866118.402655 new key \033[19$: 0x80001000004d (S-F8)
1513866118.402662 new key \033[20$: 0x80001000004e (S-F9)
1513866118.402670 new key \033[21$: 0x80001000004f (S-F10)
1513866118.402677 new key \033[23$: 0x800010000050 (S-F11)
1513866118.402685 new key \033[24$: 0x800010000051 (S-F12)
1513866118.402692 new key \033[2$: 0x800010000052 (S-IC)
1513866118.402700 new key \033[3$: 0x800010000053 (S-DC)
1513866118.402707 new key \033[7$: 0x800010000054 (S-Home)
1513866118.402715 new key \033[8$: 0x800010000055 (S-End)
1513866118.402722 new key \033[6$: 0x800010000056 (S-NPage)
1513866118.402730 new key \033[5$: 0x800010000057 (S-PPage)
1513866118.402737 new key \033[11@: 0xc00010000046 (C-S-F1)
1513866118.402745 new key \033[12@: 0xc00010000047 (C-S-F2)
1513866118.402753 new key \033[13@: 0xc00010000048 (C-S-F3)
1513866118.402760 new key \033[14@: 0xc00010000049 (C-S-F4)
1513866118.402768 new key \033[15@: 0xc0001000004a (C-S-F5)
1513866118.402775 new key \033[17@: 0xc0001000004b (C-S-F6)
1513866118.402783 new key \033[18@: 0xc0001000004c (C-S-F7)
1513866118.402790 new key \033[19@: 0xc0001000004d (C-S-F8)
1513866118.402798 new key \033[20@: 0xc0001000004e (C-S-F9)
1513866118.402806 new key \033[21@: 0xc0001000004f (C-S-F10)
1513866118.402813 new key \033[23@: 0xc00010000050 (C-S-F11)
1513866118.402821 new key \033[24@: 0xc00010000051 (C-S-F12)
1513866118.402828 new key \033[2@: 0xc00010000052 (C-S-IC)
1513866118.402836 new key \033[3@: 0xc00010000053 (C-S-DC)
1513866118.402844 new key \033[7@: 0xc00010000054 (C-S-Home)
1513866118.402851 new key \033[8@: 0xc00010000055 (C-S-End)
1513866118.402859 new key \033[6@: 0xc00010000056 (C-S-NPage)
1513866118.402866 new key \033[5@: 0xc00010000057 (C-S-PPage)
1513866118.402874 new key \033[I: 0x10000000 (FocusIn)
1513866118.402893 new key \033[O: 0x10000001 (FocusOut)
1513866118.402906 new key \033[200~: 0x10000002 (PasteStart)
1513866118.402914 new key \033[201~: 0x10000003 (PasteEnd)
1513866118.402922 new key \033OP: 0x10000046 (F1)
1513866118.402929 new key \033OQ: 0x10000047 (F2)
1513866118.402937 new key \033OR: 0x10000048 (F3)
1513866118.402945 new key \033OS: 0x10000049 (F4)
1513866118.402952 new key \033[15~: 0x1000004a (F5)
1513866118.402960 new key \033[17~: 0x1000004b (F6)
1513866118.402968 new key \033[18~: 0x1000004c (F7)
1513866118.402975 new key \033[19~: 0x1000004d (F8)
1513866118.402983 new key \033[20~: 0x1000004e (F9)
1513866118.402990 new key \033[21~: 0x1000004f (F10)
1513866118.402998 new key \033[23~: 0x10000050 (F11)
1513866118.403005 new key \033[24~: 0x10000051 (F12)
1513866118.403013 new key \033[1;2P: 0x800010000046 (S-F1)
1513866118.403021 new key \033[1;2Q: 0x800010000047 (S-F2)
1513866118.403029 new key \033[1;2R: 0x800010000048 (S-F3)
1513866118.403036 new key \033[1;2S: 0x800010000049 (S-F4)
1513866118.403044 new key \033[15;2~: 0x80001000004a (S-F5)
1513866118.403052 new key \033[17;2~: 0x80001000004b (S-F6)
1513866118.403060 new key \033[18;2~: 0x80001000004c (S-F7)
1513866118.403068 new key \033[19;2~: 0x80001000004d (S-F8)
1513866118.403075 new key \033[20;2~: 0x80001000004e (S-F9)
1513866118.403098 new key \033[21;2~: 0x80001000004f (S-F10)
1513866118.403106 new key \033[23;2~: 0x800010000050 (S-F11)
1513866118.403114 new key \033[24;2~: 0x800010000051 (S-F12)
1513866118.403122 new key \033[1;5P: 0x400010000046 (C-F1)
1513866118.403130 new key \033[1;5Q: 0x400010000047 (C-F2)
1513866118.403137 new key \033[1;5R: 0x400010000048 (C-F3)
1513866118.403145 new key \033[1;5S: 0x400010000049 (C-F4)
1513866118.403153 new key \033[15;5~: 0x40001000004a (C-F5)
1513866118.403161 new key \033[17;5~: 0x40001000004b (C-F6)
1513866118.403169 new key \033[18;5~: 0x40001000004c (C-F7)
1513866118.403177 new key \033[19;5~: 0x40001000004d (C-F8)
1513866118.403185 new key \033[20;5~: 0x40001000004e (C-F9)
1513866118.403193 new key \033[21;5~: 0x40001000004f (C-F10)
1513866118.403201 new key \033[23;5~: 0x400010000050 (C-F11)
1513866118.403209 new key \033[24;5~: 0x400010000051 (C-F12)
1513866118.403217 new key \033[1;6P: 0xc00010000046 (C-S-F1)
1513866118.403225 new key \033[1;6Q: 0xc00010000047 (C-S-F2)
1513866118.403234 new key \033[1;6R: 0xc00010000048 (C-S-F3)
1513866118.403242 new key \033[1;6S: 0xc00010000049 (C-S-F4)
1513866118.403250 new key \033[15;6~: 0xc0001000004a (C-S-F5)
1513866118.403258 new key \033[17;6~: 0xc0001000004b (C-S-F6)
1513866118.403266 new key \033[18;6~: 0xc0001000004c (C-S-F7)
1513866118.403274 new key \033[19;6~: 0xc0001000004d (C-S-F8)
1513866118.403282 new key \033[20;6~: 0xc0001000004e (C-S-F9)
1513866118.403289 new key \033[21;6~: 0xc0001000004f (C-S-F10)
1513866118.403297 new key \033[23;6~: 0xc00010000050 (C-S-F11)
1513866118.403305 new key \033[24;6~: 0xc00010000051 (C-S-F12)
1513866118.403312 new key \033[1;3P: 0x200010000046 (M-F1)
1513866118.403320 new key \033[1;3Q: 0x200010000047 (M-F2)
1513866118.403328 new key \033[1;3R: 0x200010000048 (M-F3)
1513866118.403338 new key \033[1;3S: 0x200010000049 (M-F4)
1513866118.403346 new key \033[15;3~: 0x20001000004a (M-F5)
1513866118.403353 new key \033[17;3~: 0x20001000004b (M-F6)
1513866118.403362 new key \033[18;3~: 0x20001000004c (M-F7)
1513866118.403370 new key \033[19;3~: 0x20001000004d (M-F8)
1513866118.403378 new key \033[20;3~: 0x20001000004e (M-F9)
1513866118.403386 new key \033[21;3~: 0x20001000004f (M-F10)
1513866118.403393 new key \033[23;3~: 0x200010000050 (M-F11)
1513866118.403401 new key \033[24;3~: 0x200010000051 (M-F12)
1513866118.403409 new key \033[1;4P: 0xa00010000046 (M-S-F1)
1513866118.403417 new key \033[1;4Q: 0xa00010000047 (M-S-F2)
1513866118.403424 new key \033[1;4R: 0xa00010000048 (M-S-F3)
1513866118.403432 new key \033[2~: 0x10000052 (IC)
1513866118.403440 new key \033[3~: 0x10000053 (DC)
1513866118.403448 replacing key \033OH: 0x10000054 (Home)
1513866118.403456 replacing key \033OF: 0x10000055 (End)
1513866118.403464 new key \033[6~: 0x10000056 (NPage)
1513866118.403471 new key \033[5~: 0x10000057 (PPage)
1513866118.403479 new key \033[Z: 0x10000058 (BTab)
1513866118.403487 replacing key \033OA: 0x10000059 (Up)
1513866118.403495 replacing key \033OB: 0x1000005a (Down)
1513866118.403502 replacing key \033OD: 0x1000005b (Left)
1513866118.403510 replacing key \033OC: 0x1000005c (Right)
1513866118.403517 new key \033[3;2~: 0x1800010000053 (S-DC)
1513866118.403525 new key \033[3;3~: 0x1200010000053 (M-DC)
1513866118.403533 new key \033[3;4~: 0x1a00010000053 (M-S-DC)
1513866118.403541 new key \033[3;5~: 0x1400010000053 (C-DC)
1513866118.403548 new key \033[3;6~: 0x1c00010000053 (C-S-DC)
1513866118.403558 new key \033[3;7~: 0x1600010000053 (C-M-DC)
1513866118.403566 new key \033[1;2B: 0x1800010000059 (S-Up)
1513866118.403574 replacing key \033[1;2B: 0x180001000005a (S-Down)
1513866118.403586 new key \033[1;3B: 0x120001000005a (M-Down)
1513866118.403594 new key \033[1;4B: 0x1a0001000005a (M-S-Down)
1513866118.403601 new key \033[1;5B: 0x140001000005a (C-Down)
1513866118.403609 new key \033[1;6B: 0x1c0001000005a (C-S-Down)
1513866118.403617 new key \033[1;7B: 0x160001000005a (C-M-Down)
1513866118.403624 new key \033[1;2F: 0x1800010000055 (S-End)
1513866118.403632 new key \033[1;3F: 0x1200010000055 (M-End)
1513866118.403640 new key \033[1;4F: 0x1a00010000055 (M-S-End)
1513866118.403661 new key \033[1;5F: 0x1400010000055 (C-End)
1513866118.403669 new key \033[1;6F: 0x1c00010000055 (C-S-End)
1513866118.403677 new key \033[1;7F: 0x1600010000055 (C-M-End)
1513866118.403685 new key \033[1;2H: 0x1800010000054 (S-Home)
1513866118.403692 new key \033[1;3H: 0x1200010000054 (M-Home)
1513866118.403700 new key \033[1;4H: 0x1a00010000054 (M-S-Home)
1513866118.403708 new key \033[1;5H: 0x1400010000054 (C-Home)
1513866118.403715 new key \033[1;6H: 0x1c00010000054 (C-S-Home)
1513866118.403723 new key \033[1;7H: 0x1600010000054 (C-M-Home)
1513866118.403731 new key \033[2;2~: 0x1800010000052 (S-IC)
1513866118.403743 new key \033[2;3~: 0x1200010000052 (M-IC)
1513866118.403751 new key \033[2;4~: 0x1a00010000052 (M-S-IC)
1513866118.403759 new key \033[2;5~: 0x1400010000052 (C-IC)
1513866118.403774 new key \033[2;6~: 0x1c00010000052 (C-S-IC)
1513866118.403782 new key \033[2;7~: 0x1600010000052 (C-M-IC)
1513866118.403790 new key \033[1;2D: 0x180001000005b (S-Left)
1513866118.403800 new key \033[1;3D: 0x120001000005b (M-Left)
1513866118.403808 new key \033[1;4D: 0x1a0001000005b (M-S-Left)
1513866118.403816 new key \033[1;5D: 0x140001000005b (C-Left)
1513866118.403823 new key \033[1;6D: 0x1c0001000005b (C-S-Left)
1513866118.403831 new key \033[1;7D: 0x160001000005b (C-M-Left)
1513866118.403839 new key \033[6;2~: 0x1800010000056 (S-NPage)
1513866118.403847 new key \033[6;3~: 0x1200010000056 (M-NPage)
1513866118.403855 new key \033[6;4~: 0x1a00010000056 (M-S-NPage)
1513866118.403862 new key \033[6;5~: 0x1400010000056 (C-NPage)
1513866118.403870 new key \033[6;6~: 0x1c00010000056 (C-S-NPage)
1513866118.403878 new key \033[6;7~: 0x1600010000056 (C-M-NPage)
1513866118.403886 new key \033[5;2~: 0x1800010000057 (S-PPage)
1513866118.403893 new key \033[5;3~: 0x1200010000057 (M-PPage)
1513866118.403901 new key \033[5;4~: 0x1a00010000057 (M-S-PPage)
1513866118.403909 new key \033[5;5~: 0x1400010000057 (C-PPage)
1513866118.403917 new key \033[5;6~: 0x1c00010000057 (C-S-PPage)
1513866118.403924 new key \033[5;7~: 0x1600010000057 (C-M-PPage)
1513866118.403932 new key \033[1;2C: 0x180001000005c (S-Right)
1513866118.403943 new key \033[1;3C: 0x120001000005c (M-Right)
1513866118.403951 new key \033[1;4C: 0x1a0001000005c (M-S-Right)
1513866118.403959 new key \033[1;5C: 0x140001000005c (C-Right)
1513866118.403970 new key \033[1;6C: 0x1c0001000005c (C-S-Right)
1513866118.403977 new key \033[1;7C: 0x160001000005c (C-M-Right)
1513866118.403985 new key \033[1;2A: 0x1800010000059 (S-Up)
1513866118.403993 replacing key \033[1;2A: 0x1800010000059 (S-Up)
1513866118.404001 new key \033[1;3A: 0x1200010000059 (M-Up)
1513866118.404009 new key \033[1;4A: 0x1a00010000059 (M-S-Up)
1513866118.404016 new key \033[1;5A: 0x1400010000059 (C-Up)
1513866118.404024 new key \033[1;6A: 0x1c00010000059 (C-S-Up)
1513866118.404032 new key \033[1;7A: 0x1600010000059 (C-M-Up)
1513866118.404072 new session 0 $0
1513866118.404082 session 0 activity 1513866118.404080 (last 0.000000)
1513866118.404141 @0 alerts timer reset 0
1513866118.404150 @0 alerts flags added 0x2
1513866118.404184 window_add_pane: @0 at start
1513866118.404199 spawn: /bin/zsh -- 
1513866118.404208 spawn: Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.5GIGg7ZhOK/Render
1513866118.404217 spawn: GEM_HOME=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2
1513866118.404225 spawn: GEM_PATH=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2@global
1513866118.404233 spawn: HOME=/Users/shriyeshpujari
1513866118.404241 spawn: IRBRC=/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2/.irbrc
1513866118.404249 spawn: LC_CTYPE=UTF-8
1513866118.404256 spawn: LESS=-R
1513866118.404268 spawn: LOGNAME=shriyeshpujari
1513866118.404276 spawn: LSCOLORS=Gxfxcxdxbxegedabagacad
1513866118.404284 spawn: MY_RUBY_HOME=/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2
1513866118.404295 spawn: OLDPWD=/Users/shriyeshpujari
1513866118.404303 spawn: PAGER=less
1513866118.404312 spawn: PATH=/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2/bin:/Users/shriyeshpujari/.rvm/gems/ruby-2.4.2@global/bin:/Users/shriyeshpujari/.rvm/rubies/ruby-2.4.2/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/shriyeshpujari/.rvm/bin
1513866118.404336 spawn: PWD=/Users/shriyeshpujari/repos/library
1513866118.404344 spawn: RUBY_VERSION=ruby-2.4.2
1513866118.404351 spawn: SHELL=/bin/zsh
1513866118.404359 spawn: SHLVL=1
1513866118.404367 spawn: SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.bEu4cP2MaY/Listeners
1513866118.404375 spawn: TERM=screen
1513866118.404383 spawn: TERM_PROGRAM=Apple_Terminal
1513866118.404390 spawn: TERM_PROGRAM_VERSION=400
1513866118.404398 spawn: TERM_SESSION_ID=B5424330-89CA-47F1-8E8F-072406A9882F
1513866118.404406 spawn: TMPDIR=/var/folders/4x/q28qp2m17ns5q7bhhz2c5w1c0000gn/T/
1513866118.404414 spawn: TMUX=/private/tmp/tmux-501/default,5930,0
1513866118.404423 spawn: USER=shriyeshpujari
1513866118.404432 spawn: XPC_FLAGS=0x0
1513866118.404442 spawn: XPC_SERVICE_NAME=0
1513866118.406276 spawn: ZSH=/Users/shriyeshpujari/.oh-my-zsh
1513866118.406397 spawn: _=/usr/local/bin/tmux
1513866118.406430 spawn: _system_arch=x86_64
1513866118.406447 spawn: _system_name=OSX
1513866118.406466 spawn: _system_type=Darwin
1513866118.406519 spawn: _system_version=10.13
1513866118.406542 spawn: rvm_alias_expanded=
1513866118.406552 spawn: rvm_bin_flag=
1513866118.406562 spawn: rvm_bin_path=/Users/shriyeshpujari/.rvm/bin
1513866118.406571 spawn: rvm_docs_type=
1513866118.406581 spawn: rvm_gemstone_package_file=
1513866118.406590 spawn: rvm_gemstone_url=
1513866118.406599 spawn: rvm_hook=
1513866118.406608 spawn: rvm_niceness=
1513866118.406617 spawn: rvm_nightly_flag=
1513866118.406626 spawn: rvm_only_path_flag=
1513866118.406635 spawn: rvm_path=/Users/shriyeshpujari/.rvm
1513866118.406645 spawn: rvm_prefix=/Users/shriyeshpujari
1513866118.406654 spawn: rvm_pretty_print_flag=
1513866118.406663 spawn: rvm_proxy=
1513866118.406672 spawn: rvm_quiet_flag=
1513866118.406681 spawn: rvm_ruby_bits=
1513866118.406699 spawn: rvm_ruby_file=
1513866118.406707 spawn: rvm_ruby_make=
1513866118.406714 spawn: rvm_ruby_make_install=
1513866118.406722 spawn: rvm_ruby_mode=
1513866118.406729 spawn: rvm_script_name=
1513866118.406737 spawn: rvm_sdk=
1513866118.406748 spawn: rvm_silent_flag=
1513866118.406755 spawn: rvm_use_flag=
1513866118.406763 spawn: rvm_version=1.29.3 (latest)
1513866118.406771 spawn: rvm_wrapper_name=
1513866118.407333 window_add_ref: @0 notify_add, now 1
1513866118.407375 window_add_ref: @0 winlink_set_window, now 2
1513866118.407423 cmd_find_from_session_window: s=$0
1513866118.407433 cmd_find_from_session_window: wl=0 1 w=@0 zsh
1513866118.407440 cmd_find_from_session_window: wp=%0
1513866118.407448 cmd_find_from_session_window: idx=0
1513866118.407456 session_add_ref: 0 notify_add, now 2
1513866118.407464 window_add_ref: @0 notify_add, now 3
1513866118.407471 session_add_ref: 0 notify_add, now 3
1513866118.407481 @0 alerts timer reset 0
1513866118.407490 @0 alerts flags added 0x2
1513866118.407498 cmd_find_from_session: s=$0
1513866118.407506 cmd_find_from_session: wl=0 1 w=@0 zsh
1513866118.407514 cmd_find_from_session: wp=%0
1513866118.407522 cmd_find_from_session: idx=none
1513866118.407530 session_add_ref: 0 notify_add, now 4
1513866118.407537 session_add_ref: 0 notify_add, now 5
1513866118.407545 session 0 created
1513866118.407590 cmd_find_from_session: s=$0
1513866118.407606 cmd_find_from_session: wl=0 1 w=@0 zsh
1513866118.407619 cmd_find_from_session: wp=%0
1513866118.407632 cmd_find_from_session: idx=none
1513866118.407646 session_add_ref: 0 notify_add, now 6
1513866118.407660 session_add_ref: 0 notify_add, now 7
1513866118.407674 sending message 207 to peer 0x7ffe09011a00 (0 bytes)
1513866118.407709 client 0x7ffe09011000, status interval 15
1513866118.407734 cmd_find_from_session: s=$0
1513866118.407747 cmd_find_from_session: wl=0 1 w=@0 zsh
1513866118.407759 cmd_find_from_session: wp=%0
1513866118.407772 cmd_find_from_session: idx=none
1513866118.407810 session_add_ref: 0 notify_add, now 8
1513866118.407827 session 0 activity 1513866118.407825 (last 1513866118.404080)
1513866118.407929 cmd_find_from_session: s=$0
1513866118.407942 cmd_find_from_session: wl=0 1 w=@0 zsh
1513866118.407949 cmd_find_from_session: wp=%0
1513866118.407957 cmd_find_from_session: idx=none
1513866118.407964 cmd_find_from_session: s=$0
1513866118.407973 cmd_find_from_session: wl=0 1 w=@0 zsh
